,com_1,com_2,com_3,com_4,com_5,hole_1,hole_2
35182,3,7,41,19,15,20,2
35183,20,46,3,1,42,13,41
35184,22,43,41,38,12,48,49
35185,30,25,9,49,34,1,41
35186,20,13,22,28,44,48,36
35187,46,49,41,40,37,38,32
35188,36,6,40,15,36,36,41
35189,15,48,32,25,2,25,7
35190,7,28,42,47,23,8,51
35191,41,39,36,29,16,13,17
35192,44,4,15,19,11,41,22
35193,26,13,33,4,35,45,25
35194,19,30,35,36,38,52,23
35195,22,47,40,17,3,28,22
35196,2,46,47,34,12,28,21
35197,11,48,25,30,38,8,40
35198,23,16,31,10,8,44,19
35199,12,29,44,52,24,19,32
35200,19,45,37,17,17,25,50
35201,18,44,36,35,26,1,18
35202,35,41,17,43,29,22,24
35203,42,42,22,44,41,18,6
35204,42,39,45,40,42,27,7
35205,36,27,45,17,22,1,2
35206,6,19,26,26,38,5,21
35207,28,21,3,47,45,42,20
35208,34,4,2,16,22,34,30
35209,24,19,39,1,20,31,35
35210,48,7,13,47,6,3,12
35211,24,18,42,24,29,45,36
35212,13,44,35,34,2,13,14
35213,44,44,52,12,23,20,34
35214,13,22,11,49,20,6,28
35215,2,13,21,22,16,18,12
35216,1,23,7,21,7,45,39
35217,52,32,6,30,6,42,45
35218,43,47,13,13,19,27,38
35219,13,1,6,49,35,16,46
35220,40,33,28,38,45,16,42
35221,25,27,19,26,49,27,19
35222,23,34,11,37,21,39,3
35223,27,46,3,11,42,30,44
35224,19,49,50,49,40,51,45
35225,34,36,21,50,39,6,47
35226,49,17,29,40,26,35,13
35227,7,7,29,50,19,48,11
35228,41,24,44,47,21,18,47
35229,17,19,43,20,33,17,49
35230,37,23,52,10,35,50,48
35231,27,45,10,51,36,25,51
35232,21,21,40,12,10,24,28
35233,29,6,33,28,34,40,10
35234,11,18,32,13,15,30,5
35235,51,26,44,37,51,35,16
35236,52,5,41,26,1,23,52
35237,52,41,16,29,26,5,7
35238,49,45,49,1,35,38,52
35239,18,48,14,45,36,3,28
35240,29,12,8,36,50,41,43
35241,4,25,13,47,1,50,52
35242,50,7,16,38,38,6,41
35243,2,49,31,45,41,17,6
35244,48,50,29,5,31,25,36
35245,34,48,49,50,1,23,52
35246,1,29,36,18,3,21,19
35247,20,7,45,26,43,50,20
35248,1,33,48,24,17,1,46
35249,32,23,42,33,20,11,21
35250,11,17,37,52,37,39,20
35251,12,19,7,49,26,44,44
35252,27,4,43,17,26,17,8
35253,48,18,9,43,32,1,32
35254,39,14,19,14,4,34,23
35255,11,50,15,18,50,4,34
35256,44,31,36,28,3,20,45
35257,21,39,2,36,50,36,24
35258,26,13,6,28,16,20,18
35259,29,30,2,26,17,48,5
35260,45,21,27,16,18,37,21
35261,48,52,26,14,25,38,14
35262,46,43,26,1,35,26,18
35263,21,42,37,38,36,1,48
35264,48,16,28,50,51,49,12
35265,11,45,47,34,24,24,7
35266,45,42,11,52,39,22,12
35267,30,49,45,37,44,28,1
35268,15,12,25,51,7,10,6
35269,17,32,41,26,24,38,33
35270,33,22,8,32,44,19,45
35271,31,3,29,33,52,50,17
35272,39,30,43,2,4,17,39
35273,50,10,17,43,51,45,21
35274,16,50,26,47,34,6,26
35275,25,41,14,27,18,29,5
35276,35,15,11,3,4,20,48
35277,27,29,24,31,33,5,25
35278,11,27,27,8,19,7,20
35279,21,21,9,50,33,25,32
35280,13,17,38,24,37,6,9
35281,1,46,44,24,22,6,23
35282,41,9,3,15,41,49,12
35283,30,31,13,9,41,49,18
35284,16,30,5,19,5,19,49
35285,21,43,40,41,14,22,32
35286,17,52,28,2,45,12,2
35287,38,14,4,32,29,12,23
35288,13,44,26,15,29,5,8
35289,22,48,50,48,5,42,22
35290,23,43,16,34,51,20,42
35291,38,41,45,25,6,46,35
35292,17,4,42,36,29,14,40
35293,29,25,38,43,16,42,44
35294,45,32,36,31,35,44,37
35295,39,35,25,30,6,26,3
35296,10,46,30,29,17,24,26
35297,32,27,29,51,7,16,20
35298,32,24,30,38,51,26,7
35299,42,1,51,21,6,34,22
35300,17,34,26,34,14,12,30
35301,32,16,31,32,48,43,28
35302,40,44,28,21,35,43,26
35303,29,18,40,25,48,29,31
35304,13,25,37,10,15,39,47
35305,28,48,17,29,35,24,32
35306,45,17,18,11,16,41,32
35307,25,30,25,3,27,7,23
35308,48,11,26,48,45,36,48
35309,26,51,24,1,51,3,27
35310,43,29,22,32,31,25,51
35311,8,52,50,3,49,4,5
35312,2,30,23,23,17,45,12
35313,3,11,27,2,37,10,5
35314,18,14,43,4,21,11,28
35315,17,37,20,1,15,31,2
35316,23,13,15,7,34,15,30
35317,39,12,40,32,43,43,24
35318,26,50,45,39,41,35,18
35319,34,31,31,42,2,43,43
35320,16,20,19,13,51,5,2
35321,49,49,5,20,32,46,42
35322,8,35,8,20,21,37,52
35323,5,9,6,30,49,6,15
35324,51,12,51,15,30,43,49
35325,23,2,13,45,26,50,13
35326,30,45,34,36,36,21,28
35327,2,11,48,2,18,3,39
35328,24,45,25,22,32,38,43
35329,29,8,17,23,42,6,44
35330,38,22,47,41,9,25,30
35331,35,20,2,6,14,27,45
35332,29,10,23,17,12,34,39
35333,37,21,5,39,1,24,35
35334,10,3,9,5,24,46,33
35335,48,48,24,21,24,20,27
35336,24,46,29,1,33,47,19
35337,37,14,8,13,13,30,45
35338,49,34,18,16,35,50,39
35339,11,10,50,21,45,49,37
35340,44,13,36,7,17,6,2
35341,29,22,26,4,27,7,20
35342,47,28,52,48,20,26,28
35343,10,24,3,23,29,14,18
35344,33,51,19,1,9,48,12
35345,6,39,36,12,23,13,13
35346,39,49,41,43,44,47,42
35347,48,46,18,50,32,49,44
35348,50,37,11,30,17,31,39
35349,20,52,2,44,13,30,29
35350,51,23,15,39,10,30,48
35351,49,8,6,35,5,38,41
35352,45,51,27,44,32,20,16
35353,14,41,5,39,27,15,13
35354,34,48,7,38,15,52,23
35355,36,1,20,52,15,10,7
35356,29,47,45,3,29,39,46
35357,25,46,15,6,14,44,45
35358,45,16,41,44,36,39,23
35359,38,29,8,10,14,44,21
35360,24,49,34,22,9,51,19
35361,12,5,38,40,32,16,10
35362,4,38,15,39,35,36,16
35363,44,38,18,3,31,35,25
35364,6,38,19,2,20,14,2
35365,38,14,42,17,51,42,51
35366,32,7,31,29,10,33,10
35367,1,3,13,22,42,8,45
35368,1,23,35,10,28,29,52
35369,5,43,33,51,15,25,41
35370,20,23,25,10,40,22,11
35371,45,30,21,51,38,26,22
35372,11,5,32,49,28,22,46
35373,8,24,43,27,1,45,43
35374,31,34,25,14,16,47,45
35375,10,5,38,21,14,49,26
35376,18,21,35,13,11,5,31
35377,51,36,28,52,43,10,52
35378,6,33,5,27,13,6,11
35379,11,5,16,44,35,1,13
35380,42,15,44,7,49,2,4
35381,3,13,25,26,25,34,33
35382,36,29,3,17,36,14,1
35383,26,11,29,13,50,34,14
35384,13,16,13,17,36,37,18
35385,40,25,20,15,48,2,31
35386,35,23,40,20,33,35,31
35387,17,46,34,9,47,49,30
35388,27,45,18,33,12,52,30
35389,21,13,22,47,44,8,44
35390,44,11,17,23,10,20,14
35391,26,12,8,1,14,26,20
35392,45,3,29,35,43,43,49
35393,18,29,21,12,24,51,50
35394,19,41,31,16,44,48,4
35395,8,41,30,35,25,39,2
35396,10,28,28,23,24,36,48
35397,50,44,49,47,29,2,39
35398,39,23,44,31,41,46,5
35399,27,7,36,39,33,45,23
35400,34,5,35,30,4,37,52
35401,22,12,1,39,38,27,49
35402,19,11,31,45,21,28,29
35403,3,52,33,33,4,37,48
35404,14,6,50,15,23,30,16
35405,41,20,50,4,44,11,24
35406,49,43,10,17,25,42,45
35407,42,3,16,15,15,27,31
35408,40,34,5,8,12,33,8
35409,41,47,28,15,51,33,38
35410,6,1,32,3,19,26,5
35411,15,25,38,26,49,21,12
35412,49,23,9,11,11,50,36
35413,30,14,6,10,44,34,22
35414,7,43,31,9,41,52,18
35415,28,45,22,6,31,44,14
35416,12,3,19,36,3,25,51
35417,23,49,10,40,9,52,30
35418,20,24,25,19,7,34,17
35419,52,31,21,7,32,6,27
35420,44,30,21,31,42,13,38
35421,22,52,47,6,14,34,22
35422,11,39,11,17,31,44,25
35423,11,35,10,48,48,28,7
35424,48,33,9,8,17,51,14
35425,33,12,48,30,29,44,24
35426,26,3,27,46,6,10,18
35427,43,51,3,30,9,37,22
35428,16,10,18,1,2,43,49
35429,7,37,14,32,49,27,28
35430,43,32,51,9,7,50,51
35431,13,41,50,42,28,35,18
35432,16,1,52,39,52,41,39
35433,33,31,12,46,50,8,14
35434,36,8,28,24,1,11,5
35435,36,46,14,11,21,42,9
35436,5,3,5,20,35,15,13
35437,51,5,21,17,27,42,9
35438,44,32,5,45,36,2,29
35439,21,19,52,3,44,27,18
35440,18,44,49,21,50,34,34
35441,47,4,14,22,47,38,5
35442,14,23,18,44,14,6,27
35443,23,31,14,15,21,2,50
35444,32,32,19,13,29,12,27
35445,50,22,18,35,15,24,34
35446,20,26,13,33,12,30,39
35447,12,2,31,21,5,40,22
35448,11,50,21,29,7,25,28
35449,31,13,8,27,25,33,19
35450,45,14,19,37,30,10,16
35451,26,51,4,39,23,8,3
35452,34,44,1,18,26,19,51
35453,39,24,7,29,14,6,9
35454,48,51,3,24,31,26,8
35455,42,29,46,42,48,10,7
35456,10,5,30,46,29,13,34
35457,29,36,25,35,22,37,32
35458,28,1,16,43,30,35,49
35459,43,10,5,13,43,50,6
35460,19,10,47,14,32,7,11
35461,37,13,31,4,11,30,18
35462,38,39,41,2,36,13,35
35463,7,35,6,41,44,31,27
35464,19,35,19,17,19,36,2
35465,44,5,37,3,38,40,11
35466,15,16,13,39,2,20,12
35467,18,43,31,18,47,20,9
35468,14,38,27,22,1,28,24
35469,42,25,20,21,40,25,51
35470,39,25,36,45,52,32,2
35471,50,35,38,26,47,45,4
35472,11,5,29,39,35,28,49
35473,9,41,47,34,13,51,33
35474,23,5,20,16,25,46,50
35475,9,5,26,49,51,1,1
35476,5,31,39,2,2,33,17
35477,26,8,23,31,10,44,2
35478,14,11,3,16,43,8,49
35479,6,5,13,38,6,18,37
35480,37,9,33,38,27,36,29
35481,10,3,13,29,37,28,17
35482,22,28,14,12,15,47,48
35483,31,40,5,2,35,32,3
35484,10,49,16,3,42,40,14
35485,30,38,12,43,9,3,42
35486,28,6,37,16,3,19,50
35487,20,39,38,17,26,44,31
35488,33,34,39,35,5,37,45
35489,4,13,39,32,41,12,51
35490,24,9,17,44,9,15,6
35491,28,23,26,33,30,2,16
35492,22,26,35,48,36,14,31
35493,33,1,48,36,45,47,40
35494,27,48,34,33,28,41,23
35495,37,36,44,23,1,26,2
35496,39,10,44,23,20,14,29
35497,33,39,21,44,42,1,49
35498,41,12,47,51,8,15,49
35499,18,20,51,11,34,31,9
35500,26,47,4,46,16,30,3
35501,1,12,47,39,49,52,9
35502,50,11,27,42,9,10,30
35503,15,22,14,38,21,44,30
35504,17,29,11,7,19,32,25
35505,11,29,2,29,44,9,34
35506,50,44,36,25,3,19,36
35507,18,30,27,3,17,11,21
35508,38,29,14,34,41,35,1
35509,43,23,15,40,19,42,1
35510,8,30,7,22,34,23,27
35511,7,27,49,8,48,26,12
35512,36,4,49,29,22,28,32
35513,4,13,47,21,18,21,16
35514,35,44,40,21,45,37,49
35515,34,35,9,45,36,28,44
35516,2,6,40,32,4,7,20
35517,13,21,3,37,33,14,34
35518,24,6,24,44,51,8,7
35519,1,17,19,35,47,33,39
35520,19,4,48,45,48,36,4
35521,44,24,10,51,1,39,43
35522,17,34,34,37,7,39,47
35523,8,30,41,39,52,31,42
35524,40,28,28,51,35,19,32
35525,42,36,10,15,35,48,18
35526,11,44,7,37,35,48,33
35527,51,6,35,6,34,38,18
35528,16,29,35,1,13,36,10
35529,8,48,29,38,10,30,13
35530,6,34,49,49,17,16,25
35531,8,48,9,4,40,15,21
35532,6,32,27,38,22,35,41
35533,28,24,8,37,34,1,15
35534,28,42,52,16,6,39,21
35535,17,49,16,50,3,10,13
35536,4,38,20,18,43,4,33
35537,31,49,10,52,44,45,5
35538,11,51,5,32,47,7,1
35539,28,41,51,41,33,46,21
35540,50,23,18,8,48,43,30
35541,34,38,6,39,37,21,35
35542,43,40,48,27,15,12,36
35543,2,13,11,38,1,30,14
35544,3,52,41,39,20,50,49
35545,26,8,6,11,39,44,39
35546,4,20,22,24,2,6,40
35547,5,20,25,26,30,42,46
35548,3,40,11,24,13,7,16
35549,50,6,27,25,15,22,19
35550,32,39,34,52,39,34,49
35551,24,22,42,10,46,50,38
35552,31,6,40,52,22,21,40
35553,28,23,15,49,17,26,5
35554,25,26,32,21,10,3,32
35555,52,43,44,44,16,21,18
35556,18,45,47,49,4,30,29
35557,12,25,14,7,44,5,2
35558,21,14,20,24,26,29,52
35559,22,16,23,22,13,26,24
35560,24,29,48,20,50,22,9
35561,37,51,20,40,18,43,7
35562,45,31,48,46,3,17,9
35563,38,16,50,44,48,8,20
35564,20,31,39,51,21,42,18
35565,33,2,14,40,41,31,41
35566,39,19,32,31,45,34,7
35567,3,18,29,12,20,47,20
35568,27,25,25,38,27,33,44
35569,7,3,16,15,36,46,28
35570,40,20,26,39,40,1,20
35571,13,38,8,14,30,12,16
35572,15,2,49,11,1,4,6
35573,34,7,24,39,10,6,49
35574,38,29,22,45,38,25,38
35575,32,31,44,9,31,28,12
35576,23,32,5,27,28,36,43
35577,20,46,33,8,18,16,36
35578,13,1,13,14,6,28,11
35579,36,26,48,27,16,10,40
35580,38,34,43,47,18,49,48
35581,52,45,25,43,35,48,12
35582,40,50,52,47,20,2,39
35583,48,4,14,35,15,34,42
35584,13,42,35,3,44,19,31
35585,44,42,12,24,48,49,41
35586,51,51,39,52,2,18,12
35587,17,25,11,27,1,41,10
35588,25,2,27,16,40,17,11
35589,44,27,11,29,35,33,29
35590,49,35,52,2,32,10,43
35591,47,8,37,48,40,39,30
35592,23,8,16,15,32,8,24
35593,14,42,41,4,52,48,3
35594,22,48,36,17,5,50,50
35595,36,23,50,19,11,28,32
35596,24,22,7,42,44,16,16
35597,1,22,37,34,9,20,1
35598,35,2,32,33,11,13,44
35599,8,29,37,46,46,21,40
35600,25,18,29,1,43,36,6
35601,27,14,37,47,13,1,24
35602,50,20,33,3,44,20,47
35603,2,25,23,31,42,42,15
35604,1,23,41,40,17,16,25
35605,43,38,33,26,45,41,27
35606,37,38,15,25,44,40,4
35607,40,51,6,5,46,44,15
35608,26,38,28,14,9,30,26
35609,23,21,15,49,15,10,13
35610,25,14,16,8,8,5,43
35611,40,38,30,35,7,8,22
35612,44,40,40,8,15,5,13
35613,48,14,52,19,5,28,14
35614,49,47,18,4,1,30,26
35615,18,39,49,47,26,28,11
35616,21,44,26,35,9,31,29
35617,52,16,10,52,38,8,33
35618,50,1,1,6,2,32,10
35619,16,16,10,7,28,37,19
35620,48,41,27,9,16,39,37
35621,8,38,28,41,5,46,17
35622,29,5,33,42,33,33,52
35623,30,37,8,19,13,3,4
35624,31,33,48,25,3,2,48
35625,23,45,11,45,1,27,30
35626,23,42,36,18,20,32,18
35627,49,13,24,51,32,4,40
35628,12,42,47,46,41,24,36
35629,8,14,11,43,25,35,40
35630,42,52,26,42,3,6,48
35631,28,14,2,14,9,48,23
35632,48,33,37,28,13,30,25
35633,48,19,21,12,13,4,45
35634,40,39,39,37,52,16,42
35635,32,49,27,18,37,31,34
35636,41,37,4,15,3,14,29
35637,45,13,39,43,45,6,2
35638,3,10,24,44,26,1,19
35639,2,2,8,26,41,35,41
35640,24,6,31,5,7,9,32
35641,40,10,25,3,41,5,23
35642,20,13,50,29,10,17,27
35643,33,47,3,16,36,26,21
35644,48,29,13,13,41,17,3
35645,20,13,44,16,22,35,2
35646,17,22,52,43,9,23,1
35647,6,52,4,20,38,29,16
35648,45,46,51,30,6,46,39
35649,41,32,22,18,2,7,12
35650,10,12,45,41,26,47,29
35651,19,41,38,18,51,7,36
35652,21,3,8,49,47,10,25
35653,30,52,28,12,43,6,49
35654,11,43,36,26,32,3,46
35655,44,22,52,20,43,44,49
35656,30,25,29,18,34,35,17
35657,30,24,25,22,38,27,40
35658,13,28,2,9,20,50,49
35659,30,37,13,19,32,8,52
35660,37,20,36,33,13,35,20
35661,23,22,9,9,16,46,27
35662,20,47,19,50,30,37,24
35663,4,49,1,41,45,38,49
35664,1,22,34,35,13,26,26
35665,49,25,30,22,32,6,6
35666,10,27,26,49,40,30,12
35667,20,48,41,15,47,16,43
35668,7,46,36,37,30,13,24
35669,46,6,26,15,46,35,46
35670,33,31,29,23,10,33,15
35671,8,28,4,38,40,4,19
35672,33,41,49,7,38,3,2
35673,32,19,6,14,26,23,10
35674,4,34,52,8,5,40,52
35675,35,36,26,52,33,27,2
35676,31,42,5,41,29,6,44
35677,29,32,13,13,22,36,26
35678,7,22,11,36,34,18,41
35679,31,23,2,25,17,27,7
35680,43,48,10,36,35,30,14
35681,48,5,41,32,29,5,35
35682,17,13,4,17,24,46,46
35683,43,33,42,4,13,14,43
35684,14,34,38,22,1,15,26
35685,44,52,48,45,14,25,32
35686,12,51,39,31,33,32,3
35687,21,27,39,37,40,10,28
35688,48,11,3,19,10,41,2
35689,29,26,46,32,43,25,3
35690,1,26,38,35,36,7,43
35691,45,16,14,37,49,4,38
35692,34,35,51,33,47,49,1
35693,11,24,30,16,3,12,19
35694,15,29,28,15,40,44,49
35695,23,2,20,21,15,48,48
35696,29,50,18,28,31,25,49
35697,45,46,20,25,40,2,25
35698,34,19,39,42,47,48,49
35699,41,41,18,45,16,24,10
35700,51,38,9,39,21,19,18
35701,5,29,9,1,36,8,27
35702,43,7,18,38,22,51,38
35703,3,11,26,8,36,51,48
35704,3,44,28,11,7,27,46
35705,50,47,38,8,6,26,30
35706,10,16,28,50,32,15,17
35707,8,48,8,9,14,19,45
35708,5,23,2,8,8,28,44
35709,26,41,7,16,3,35,24
35710,41,35,17,16,35,20,8
35711,27,9,3,22,23,9,46
35712,36,13,25,32,51,31,38
35713,17,6,28,47,51,37,11
35714,47,29,11,25,12,13,13
35715,20,40,20,24,31,6,30
35716,12,48,45,3,33,43,41
35717,13,23,25,39,14,48,42
35718,51,1,7,25,45,27,7
35719,47,32,34,19,37,2,39
35720,28,42,3,31,24,8,41
35721,27,47,25,7,4,26,51
35722,18,42,43,22,24,35,31
35723,23,30,15,51,25,13,27
35724,31,30,40,13,23,32,8
35725,33,30,9,47,12,25,42
35726,41,11,5,20,18,29,18
35727,29,36,20,49,10,24,27
35728,20,6,38,42,1,37,12
35729,35,14,38,51,50,39,15
35730,52,37,26,29,31,31,47
35731,5,37,19,29,5,31,49
35732,52,9,7,46,7,1,11
35733,50,42,43,39,2,21,42
35734,48,7,9,27,33,15,38
35735,11,33,11,6,23,6,18
35736,21,4,10,11,25,29,39
35737,2,51,28,37,38,15,45
35738,36,24,30,13,52,37,14
35739,19,21,20,4,16,45,39
35740,24,39,45,25,25,17,31
35741,14,51,29,41,11,3,6
35742,40,20,47,13,50,51,38
35743,50,49,35,40,27,41,52
35744,50,50,20,13,36,11,8
35745,23,42,16,36,33,51,22
35746,30,32,9,25,52,52,3
35747,21,2,5,31,28,41,15
35748,43,29,2,50,52,45,38
35749,5,35,3,51,12,2,18
35750,47,47,7,34,36,42,43
35751,14,4,41,49,17,47,35
35752,21,27,7,13,26,16,4
35753,38,47,5,29,25,50,31
35754,50,33,50,42,16,23,39
35755,33,42,29,9,51,38,49
35756,18,45,30,8,25,28,7
35757,7,36,6,31,34,17,14
35758,3,37,12,14,50,44,52
35759,28,22,40,30,26,36,4
35760,41,16,51,40,2,1,1
35761,13,15,44,31,12,47,16
35762,8,15,35,11,51,33,40
35763,20,9,7,30,41,24,3
35764,21,48,4,9,27,16,6
35765,34,43,40,27,33,46,31
35766,13,52,50,38,37,10,17
35767,18,7,37,18,17,24,2
35768,7,47,18,43,38,11,44
35769,43,1,45,47,44,29,49
35770,41,17,6,8,25,18,9
35771,26,33,15,52,37,48,31
35772,40,8,49,22,36,32,44
35773,32,49,17,9,16,1,25
35774,27,38,23,16,7,10,33
35775,35,7,45,6,11,1,8
35776,50,12,29,11,42,42,8
35777,10,14,24,52,10,17,31
35778,25,27,7,49,45,4,30
35779,39,37,33,27,20,26,38
35780,24,25,25,8,17,34,19
35781,33,48,18,3,19,42,37
35782,50,14,48,37,2,13,8
35783,30,36,35,48,38,8,21
35784,17,48,25,28,17,22,1
35785,36,31,45,3,6,36,22
35786,31,14,34,11,35,6,37
35787,29,15,11,8,6,47,30
35788,38,37,5,51,4,48,52
35789,18,51,11,45,42,46,6
35790,42,4,30,27,48,4,33
35791,13,7,41,39,8,21,45
35792,23,15,49,29,50,20,22
35793,31,3,37,52,25,6,14
35794,24,52,35,38,11,1,24
35795,45,37,37,42,44,1,20
35796,10,33,48,28,27,9,9
35797,47,1,41,23,14,35,15
35798,9,6,9,6,42,25,45
35799,39,38,15,7,5,32,42
35800,6,30,28,30,31,34,33
35801,19,51,36,7,45,42,27
35802,50,34,5,27,37,50,45
35803,38,27,24,48,40,31,35
35804,22,16,30,32,19,28,30
35805,38,49,12,4,7,27,45
35806,4,31,20,15,34,41,27
35807,18,41,26,46,26,39,1
35808,15,10,20,40,50,14,35
35809,21,18,48,32,31,3,42
35810,3,18,36,21,32,50,26
35811,27,12,10,34,26,30,11
35812,31,3,11,8,50,28,3
35813,9,23,12,44,36,48,13
35814,49,15,1,52,20,32,27
35815,9,33,45,34,40,1,33
35816,42,44,39,16,40,42,1
35817,52,47,7,26,24,31,22
35818,4,2,4,22,19,33,35
35819,32,49,39,39,44,22,5
35820,6,42,51,11,19,16,51
35821,22,12,11,5,14,25,1
35822,19,49,19,10,20,10,31
35823,35,49,45,46,16,39,38
35824,44,31,11,12,44,13,35
35825,35,12,20,7,3,26,31
35826,45,36,30,1,41,31,40
35827,49,28,31,2,24,3,18
35828,9,41,25,35,8,19,2
35829,22,7,9,2,11,32,3
35830,38,34,20,32,49,19,34
35831,30,14,20,38,8,22,32
35832,4,41,10,32,27,30,39
35833,30,40,14,47,34,46,27
35834,4,51,2,14,2,30,23
35835,43,34,13,23,9,27,51
35836,28,30,21,32,33,9,34
35837,41,34,16,21,29,7,40
35838,2,13,3,11,40,9,27
35839,45,42,31,30,1,29,13
35840,9,2,51,15,35,12,8
35841,8,28,40,9,42,34,4
35842,20,4,30,2,15,47,33
35843,22,22,37,3,30,42,1
35844,28,30,40,39,42,44,17
35845,19,51,32,14,25,9,5
35846,10,16,26,1,9,8,47
35847,26,43,6,8,21,39,4
35848,40,15,51,12,49,24,26
35849,7,38,43,24,12,6,17
35850,45,25,11,49,40,22,47
35851,23,41,36,46,5,10,25
35852,7,2,18,51,25,51,24
35853,1,19,30,46,8,47,29
35854,31,28,2,26,33,32,9
35855,32,35,10,21,16,7,24
35856,25,16,40,11,40,49,8
35857,26,40,13,42,15,3,28
35858,41,9,44,46,24,32,38
35859,23,28,5,39,51,10,20
35860,35,11,39,46,23,32,6
35861,8,43,28,4,25,49,44
35862,44,13,26,6,20,22,7
35863,22,52,14,8,27,12,35
35864,25,9,16,2,41,5,40
35865,37,2,9,28,15,45,42
35866,1,23,10,49,44,38,12
35867,22,27,29,4,16,26,40
35868,12,30,15,20,5,25,5
35869,4,43,15,24,18,14,2
35870,8,25,26,38,4,9,36
35871,49,48,48,37,43,21,8
35872,42,12,42,14,12,32,28
35873,29,21,22,5,30,47,21
35874,43,9,46,10,41,29,10
35875,14,24,42,51,25,18,9
35876,12,37,32,4,47,33,44
35877,52,43,15,43,27,5,34
35878,7,32,3,49,21,41,10
35879,25,12,32,12,7,4,3
35880,49,5,48,6,17,34,5
35881,12,38,28,15,30,28,42
35882,3,21,19,50,51,24,6
35883,29,50,30,18,32,25,7
35884,32,19,16,34,19,1,4
35885,43,28,3,1,7,29,31
35886,24,47,47,2,26,33,15
35887,3,32,19,49,28,36,2
35888,26,23,45,42,16,22,42
35889,47,9,1,28,28,40,52
35890,42,47,42,37,23,11,22
35891,15,15,49,13,11,30,25
35892,10,35,31,7,1,5,38
35893,43,24,39,16,34,50,19
35894,6,15,12,23,12,43,10
35895,13,33,11,8,2,40,42
35896,48,16,18,43,18,35,14
35897,13,6,10,37,27,25,13
35898,16,24,25,16,29,6,6
35899,22,14,3,46,7,39,43
35900,34,34,32,4,39,10,24
35901,36,31,46,48,28,46,22
35902,40,47,33,47,9,8,12
35903,40,22,18,25,12,44,24
35904,40,37,12,38,43,50,9
35905,50,29,51,22,16,10,18
35906,44,51,17,44,45,11,28
35907,37,24,36,35,4,19,11
35908,15,41,43,15,16,22,18
35909,12,23,34,35,12,42,36
35910,1,27,43,23,11,30,38
35911,51,38,10,22,37,29,15
35912,29,34,27,15,8,1,46
35913,9,32,25,35,4,47,1
35914,44,50,2,38,34,16,2
35915,23,18,2,27,12,21,43
35916,18,52,32,45,50,2,14
35917,21,47,18,1,8,20,30
35918,12,25,11,47,40,51,32
35919,17,44,3,40,40,42,29
35920,37,47,14,28,32,3,43
35921,22,47,2,15,15,4,40
35922,15,43,29,20,2,9,34
35923,40,7,34,17,49,4,35
35924,10,41,4,14,33,11,29
35925,52,18,18,19,39,25,35
35926,18,50,36,52,4,36,3
35927,31,49,38,39,17,15,44
35928,24,46,52,27,31,23,7
35929,27,17,26,34,4,8,33
35930,35,13,29,29,50,10,1
35931,23,8,10,1,50,4,11
35932,13,22,9,9,1,20,14
35933,42,47,42,2,45,14,36
35934,33,44,8,34,29,23,34
35935,42,12,46,38,50,39,14
35936,46,16,9,15,13,45,42
35937,23,7,10,11,49,15,39
35938,5,16,4,28,3,18,49
35939,41,2,30,43,1,25,37
35940,23,18,39,5,21,20,4
35941,27,26,46,27,28,36,22
35942,6,20,50,38,28,17,49
35943,50,48,3,10,27,13,11
35944,32,48,12,8,43,25,10
35945,17,52,35,21,12,23,35
35946,9,41,38,6,51,8,22
35947,1,38,2,45,38,36,19
35948,52,43,23,17,34,39,19
35949,41,15,3,35,52,29,35
35950,18,15,9,38,36,49,10
35951,41,45,48,41,14,32,31
35952,27,22,46,24,5,9,29
35953,23,24,51,17,48,24,49
35954,20,29,49,6,21,19,36
35955,49,5,27,5,4,28,35
35956,39,38,38,42,50,45,14
35957,40,39,4,43,50,28,21
35958,44,6,1,42,16,23,34
35959,27,44,40,3,43,14,24
35960,17,41,9,9,46,45,2
35961,26,2,6,47,12,14,33
35962,28,12,21,33,20,25,42
35963,1,44,35,50,23,12,3
35964,47,29,14,25,8,32,6
35965,52,43,18,33,16,10,27
35966,36,3,4,28,12,51,3
35967,9,3,35,29,14,50,9
35968,31,50,49,23,24,40,18
35969,22,47,4,24,23,15,45
35970,41,38,11,42,19,2,39
35971,16,4,39,9,11,26,34
35972,42,29,34,35,23,46,27
35973,40,9,5,32,15,24,29
35974,20,46,3,34,33,14,46
35975,5,11,12,27,12,20,46
35976,11,37,7,24,25,48,45
35977,31,26,27,43,11,2,24
35978,51,17,48,37,37,11,15
35979,25,21,11,44,28,41,34
35980,18,14,44,20,21,21,2
35981,23,29,29,46,19,8,14
35982,35,3,26,34,49,9,10
35983,20,22,20,20,39,23,50
35984,36,5,49,36,31,6,5
35985,38,34,29,19,17,48,50
35986,41,36,9,15,44,46,20
35987,9,35,13,27,38,24,23
35988,32,17,45,40,16,49,9
35989,1,43,32,19,48,6,23
35990,26,17,11,41,52,34,21
35991,5,43,15,48,39,25,44
35992,6,21,44,25,5,47,37
35993,51,39,33,8,43,48,33
35994,40,13,15,24,11,18,50
35995,37,16,36,42,11,11,2
35996,38,33,39,33,52,20,11
35997,51,10,4,27,27,26,37
35998,16,48,20,45,29,45,5
35999,3,2,38,18,31,33,39
36000,50,40,51,8,1,47,19
36001,12,25,30,52,10,16,34
36002,11,47,12,47,37,10,25
